transaction_id,customer_id,amount,customer_age,past_fraud_count,avg_spend,is_international,device_type,customer_region,category,merchant,transaction_time,is_fraud
T3402,C253,52.7,57.0,0,88.8,0,mobile,South,food,Starbucks,2024/01/01 02:31,0
T3403,C108,37.28,57.0,1,96.0,0,web,South,shopping,Walmart,2024/01/02 01:04,0
T3404,C411,113.05,29.0,0,113.99,0,pos,North,grocery,Target,Jan 01 2024 15:14,0
T3405,C157,93.08,38.0,0,113.26,0,pos,East,shopping,,2024-01-01 00:12:54,0
T3406,C214,45.35,57.0,0,28.53,0,mobile,West,grocery,Target,01/01/2024 18:13,0
T3407,C308,24.58,36.0,0,164.31,0,web,South,travel,Starbucks,2024/01/01 06:24,0
T3408,C381,442.59,20.0,0,106.06,0,pos,North,food,Walmart,2024-01-02 01:21:41,0
T3409,C242,60.51,35.0,0,89.87,0,mobile,West,travel,Target,01/01/2024 09:04,0
T3410,C248,116.56,68.0,0,121.54,0,mobile,North,grocery,Walmart,2024/01/01 14:46,0
T3411,C268,15.15,36.0,0,111.83,0,pos,North,grocery,Target,2024-01-01 00:09:05,0
T3412,C325,66.47,64.0,0,138.35,0,pos,North,shopping,Starbucks,Jan 02 2024 02:45,0
T3413,C425,2.79,23.0,0,126.9,1,web,South,grocery,Walmart,Jan 01 2024 14:28,0
T3414,C248,70.41,33.0,0,135.89,0,pos,West,shopping,,Jan 01 2024 10:27,0
T3415,C142,332.47,25.0,1,167.55,0,mobile,South,shopping,Target,Jan 01 2024 17:04,0
T3416,C500,2424.0,65.0,0,144.18,0,pos,South,grocery,Starbucks,2024/01/01 11:46,0
T3417,C196,3.98,35.0,1,91.98,0,pos,East,shopping,Walmart,2024-01-01 19:58:51,0
T3418,C183,3.14,69.0,0,43.85,0,web,West,food,Amazon,Jan 01 2024 04:01,0
T3419,C360,49.1,65.0,0,183.39,1,mobile,East,travel,,Jan 02 2024 01:42,0
T3420,C369,17.44,60.0,0,88.11,0,pos,North,grocery,Starbucks,01/01/2024 00:56,0
T3421,C374,118.0,56.0,0,76.34,0,mobile,West,shopping,Amazon,2024-01-01 14:32:35,0
T3422,C265,141.15,66.0,0,13.16,0,web,West,shopping,,2024-01-01 14:02:44,0
T3423,C350,61.35,66.0,1,116.92,0,mobile,South,shopping,BestBuy,2024/01/01 21:12,0
T3424,C131,34.14,29.0,0,107.44,0,pos,North,shopping,BestBuy,2024-01-01 18:21:47,0
T3425,C440,230.34,62.0,0,24.24,0,pos,South,food,BestBuy,Jan 01 2024 05:02,0
T3426,C435,12.35,,0,122.66,0,web,East,grocery,Starbucks,01/01/2024 13:34,0
T3427,C473,312.17,,0,75.09,0,web,North,grocery,Starbucks,01/01/2024 22:51,0
T3428,C406,37.68,63.0,0,234.52,0,web,South,food,Starbucks,2024-01-01 04:47:08,0
T3429,C161,219.29,18.0,0,71.53,0,mobile,South,food,BestBuy,01/01/2024 05:17,0
T3430,C434,92.37,66.0,0,78.24,0,mobile,South,food,,2024/01/01 01:16,0
T3431,C126,175.28,53.0,0,56.26,0,mobile,North,grocery,Starbucks,2024-01-02 02:52:46,0
T3432,C117,413.6,38.0,0,163.89,0,mobile,East,electronics,Starbucks,01/01/2024 14:39,0
T3433,C388,34.02,54.0,1,81.36,0,web,West,travel,Starbucks,2024-01-01 02:58:11,0
T3434,C439,324.77,69.0,1,63.75,1,mobile,South,,BestBuy,2024/01/01 16:04,0
T3435,C321,49.34,41.0,0,135.35,1,mobile,North,food,Target,01/01/2024 22:48,0
T3436,C235,48.7,,0,30.98,0,mobile,West,grocery,,2024-01-01 10:56:21,0
T3437,C295,41.61,24.0,0,131.26,0,mobile,South,grocery,Target,2024-01-01 12:11:00,0
T3438,C233,77.96,59.0,1,189.07,1,web,North,travel,BestBuy,2024/01/01 17:43,0
T3439,C326,16.74,34.0,0,128.33,0,web,East,shopping,Walmart,01/01/2024 14:02,0
T3440,C151,80.68,46.0,0,131.89,0,pos,South,grocery,Walmart,2024-01-01 02:21:17,0
T3441,C334,78.02,47.0,0,143.5,0,pos,North,travel,Starbucks,2024/01/01 02:14,0
T3442,C160,143.51,24.0,1,185.49,0,mobile,South,grocery,BestBuy,01/01/2024 19:03,0
T3443,C136,179.37,50.0,0,160.49,0,mobile,North,grocery,Target,2024-01-01 07:59:57,0
T3444,C415,58.06,24.0,0,121.98,0,web,East,grocery,,2024-01-02 03:19:14,0
T3445,C104,36.0,41.0,0,145.19,0,pos,East,electronics,Walmart,01/01/2024 10:38,0
T3446,C158,30.02,28.0,1,55.7,0,mobile,North,electronics,Starbucks,01/01/2024 04:16,0
T3447,C386,21.64,26.0,0,138.81,0,pos,West,,,2024-01-01 10:22:14,0
T3448,C260,5.94,29.0,0,49.72,0,pos,East,,BestBuy,01/01/2024 16:53,0
T3449,C117,41.92,52.0,0,81.65,0,pos,South,travel,Starbucks,2024/01/01 03:11,0
T3450,C211,31.51,21.0,0,-54.13,0,web,East,grocery,BestBuy,2024-01-01 02:10:57,0
T3451,C125,339.37,53.0,0,120.07,0,mobile,South,electronics,BestBuy,01/01/2024 12:07,0
T3452,C308,81.58,45.0,1,67.81,0,mobile,East,grocery,Walmart,01/01/2024 02:10,0
T3453,C236,42.66,30.0,0,155.56,0,web,East,shopping,BestBuy,2024-01-01 03:49:51,0
T3454,C238,86.86,40.0,0,119.51,0,web,South,,,01/01/2024 14:01,0
T3455,C308,14.99,36.0,0,156.2,0,web,East,electronics,Starbucks,Jan 01 2024 19:27,0
T3456,C407,58.71,,1,45.82,0,pos,South,grocery,Amazon,2024/01/01 23:40,0
T3457,C460,98.41,54.0,0,151.92,0,pos,South,shopping,BestBuy,2024/01/01 14:27,0
T3458,C364,67.12,56.0,0,205.29,0,mobile,East,,,Jan 01 2024 07:29,0
T3459,C445,51.38,,0,138.21,0,mobile,East,food,Walmart,Jan 01 2024 22:54,0
T3460,C141,509.1,33.0,0,139.52,0,pos,South,shopping,Walmart,2024-01-02 01:12:46,0
T3461,C471,212.29,50.0,1,108.48,0,pos,North,electronics,Walmart,Jan 01 2024 23:34,0
T3462,C310,97.66,29.0,0,73.77,0,web,East,electronics,Walmart,Jan 01 2024 23:20,0
T3463,C414,84.25,51.0,0,138.06,0,pos,West,,Target,02/01/2024 03:38,0
T3464,C495,96.93,24.0,0,24.7,0,mobile,East,travel,Walmart,2024-01-01 14:46:31,0
T3465,C467,22.48,28.0,0,79.11,0,mobile,North,grocery,BestBuy,2024/01/01 10:14,0
T3466,C297,50.28,48.0,1,11.45,0,web,North,grocery,BestBuy,2024/01/01 06:20,0
T3467,C317,4.03,46.0,0,64.82,0,web,East,grocery,Starbucks,Jan 01 2024 07:57,0
T3468,C407,64.54,,0,132.1,0,mobile,East,shopping,Amazon,2024/01/01 19:07,0
T3469,C340,78.31,48.0,1,125.27,0,pos,West,food,Target,01/01/2024 18:24,0
T3470,C247,25.84,19.0,1,102.55,0,pos,East,food,,2024-01-01 20:44:00,0
T3471,C428,332.5,56.0,1,108.52,0,mobile,North,travel,Starbucks,01/01/2024 19:47,0
T3472,C374,240.19,32.0,0,5.71,0,pos,West,electronics,Starbucks,2024/01/02 02:38,0
T3473,C275,128.06,28.0,0,81.37,1,pos,East,grocery,Walmart,2024-01-01 11:51:34,0
T3474,C428,76.23,,0,65.93,0,mobile,West,shopping,Starbucks,2024/01/01 22:38,0
T3475,C461,204.0,56.0,0,67.05,0,mobile,West,shopping,Target,2024/01/01 17:43,0
T3476,C417,14.0,21.0,0,129.98,0,web,North,grocery,Amazon,Jan 02 2024 03:23,0
T3477,C168,156.31,28.0,0,56.97,1,mobile,North,shopping,Amazon,2024/01/01 16:59,0
T3478,C270,13.33,46.0,0,69.77,1,web,South,shopping,,2024/01/01 19:16,0
T3479,C383,158.09,19.0,1,-4.35,0,web,North,grocery,Walmart,2024/01/01 13:35,0
T3480,C393,32.26,33.0,1,85.29,0,pos,South,travel,Amazon,2024-01-01 20:40:35,0
T3481,C322,209.63,56.0,0,45.61,0,mobile,North,shopping,Amazon,2024-01-01 11:06:18,0
T3482,C437,288.32,30.0,0,103.96,0,pos,North,food,Walmart,Jan 01 2024 06:56,0
T3483,C364,16.11,54.0,0,52.44,0,mobile,South,food,Amazon,Jan 01 2024 19:49,0
T3484,C266,62.12,34.0,1,105.23,0,mobile,South,food,BestBuy,Jan 01 2024 15:46,0
T3485,C152,396.27,38.0,1,92.77,0,pos,South,grocery,Target,Jan 01 2024 20:21,0
T3486,C171,66.05,61.0,0,183.6,0,web,West,food,Amazon,2024-01-01 09:10:20,0
T3487,C185,199.18,36.0,1,124.86,0,mobile,South,electronics,Amazon,2024/01/01 02:33,0
T3488,C169,88.85,24.0,1,8.02,0,web,West,shopping,Walmart,2024/01/01 22:07,0
T3489,C180,47.05,55.0,0,36.76,0,pos,West,travel,Amazon,2024-01-01 19:49:23,0
T3490,C311,33.66,25.0,1,102.76,0,pos,South,food,Walmart,01/01/2024 05:32,0
T3491,C224,22.72,30.0,0,53.51,0,mobile,South,,Target,Jan 01 2024 02:21,0
T3492,C132,143.46,54.0,0,-48.42,0,pos,South,travel,BestBuy,2024/01/01 15:58,0
T3493,C412,48.86,19.0,0,167.48,0,mobile,North,grocery,Starbucks,Jan 01 2024 07:35,0
T3494,C165,71.6,58.0,0,136.01,0,mobile,North,travel,Target,2024/01/01 20:18,0
T3495,C360,67.79,28.0,1,126.05,0,mobile,South,travel,,2024/01/01 13:39,0
T3496,C264,86.1,41.0,0,69.63,1,mobile,East,shopping,BestBuy,Jan 01 2024 18:36,0
T3497,C386,200.68,23.0,0,121.38,1,mobile,South,travel,,01/01/2024 06:13,0
T3498,C145,394.97,43.0,0,64.78,0,pos,East,electronics,Starbucks,2024-01-01 14:52:23,0
T3499,C231,52.35,,0,110.24,0,mobile,North,electronics,Amazon,Jan 01 2024 16:35,0
T3500,C230,175.75,,0,53.97,0,web,North,electronics,Starbucks,2024-01-01 06:44:48,0
T3501,C476,144.62,36.0,1,175.81,1,mobile,East,grocery,Starbucks,01/01/2024 02:09,0
T3502,C313,85.22,23.0,0,21.49,0,mobile,North,shopping,Target,01/01/2024 01:51,0
T3503,C125,312.46,60.0,1,161.61,0,mobile,South,grocery,Target,2024-01-01 15:31:09,0
T3504,C479,22.37,46.0,0,101.95,0,pos,East,food,Starbucks,2024/01/02 01:17,0
T3505,C274,11.57,60.0,0,75.53,0,web,East,electronics,Walmart,2024/01/01 15:38,0
T3506,C297,192.39,56.0,1,108.35,0,web,West,shopping,Amazon,2024/01/01 03:41,0
T3507,C188,57.83,19.0,0,136.67,0,web,North,electronics,Walmart,01/01/2024 02:57,0
T3508,C487,187.71,36.0,0,168.34,0,pos,East,shopping,Walmart,Jan 01 2024 01:47,0
T3509,C180,223.58,21.0,0,115.66,0,pos,East,grocery,Starbucks,01/01/2024 14:58,0
T3510,C123,6.45,23.0,0,55.47,1,mobile,East,grocery,Amazon,2024-01-01 19:25:14,0
T3511,C130,214.96,66.0,0,102.78,1,pos,North,electronics,Walmart,01/01/2024 23:13,0
T3512,C462,59.48,54.0,0,190.84,0,web,East,travel,Target,01/01/2024 18:28,0
T3513,C359,71.42,45.0,0,167.38,0,web,East,shopping,Target,2024/01/02 02:11,0
T3514,C349,98.51,47.0,0,145.44,0,pos,South,,Amazon,2024/01/01 01:11,0
T3515,C127,260.89,24.0,0,139.78,1,pos,South,travel,,2024-01-01 17:01:30,0
T3516,C479,1.93,26.0,0,134.97,0,web,West,grocery,BestBuy,Jan 01 2024 02:10,0
T3517,C232,64.79,42.0,1,157.94,0,web,East,shopping,BestBuy,01/01/2024 05:15,0
T3518,C385,116.39,50.0,0,77.17,0,web,North,travel,Amazon,Jan 01 2024 20:04,0
T3519,C145,128.27,18.0,1,32.25,0,web,West,food,Amazon,01/01/2024 09:08,0
T3520,C330,117.94,68.0,0,103.45,0,web,West,travel,BestBuy,2024-01-01 17:44:47,0
T3521,C433,14.44,23.0,0,59.12,0,pos,West,,Walmart,2024/01/01 12:33,0
T3522,C404,35.58,35.0,0,47.25,0,pos,East,grocery,Walmart,2024-01-01 21:25:45,0
T3523,C369,44.43,27.0,1,63.99,0,mobile,West,shopping,Starbucks,01/01/2024 11:59,0
T3524,C101,163.19,45.0,0,224.27,0,mobile,North,grocery,Amazon,Jan 01 2024 14:29,0
T3525,C485,32.68,28.0,0,106.81,0,mobile,South,,Walmart,02/01/2024 03:38,0
T3526,C140,23.66,50.0,0,118.1,1,pos,South,travel,BestBuy,2024-01-01 10:17:42,0
T3527,C475,315.7,18.0,0,38.88,1,mobile,East,grocery,BestBuy,2024-01-01 11:21:43,0
T3528,C311,0.89,30.0,0,7.81,0,mobile,North,shopping,Target,01/01/2024 14:59,0
T3529,C312,612.88,54.0,0,59.05,1,pos,North,food,Walmart,2024/01/01 06:33,0
T3530,C254,5647.5,37.0,0,171.91,0,web,North,shopping,,2024-01-01 06:46:13,0
T3531,C477,176.3,,1,116.71,0,pos,East,grocery,,2024-01-01 03:03:24,0
T3532,C489,1745.0,,0,129.93,0,pos,North,grocery,Amazon,01/01/2024 11:47,0
T3533,C375,1.44,20.0,0,136.93,0,web,South,travel,Target,02/01/2024 02:19,0
T3534,C328,133.89,35.0,0,70.43,0,mobile,North,food,BestBuy,01/01/2024 13:39,0
T3535,C244,179.66,58.0,0,169.4,0,pos,North,shopping,BestBuy,01/01/2024 15:55,0
T3536,C436,134.89,31.0,0,68.36,0,pos,East,grocery,Amazon,Jan 01 2024 00:35,0
T3537,C213,15.41,48.0,0,170.31,0,web,West,,Starbucks,Jan 01 2024 06:27,0
T3538,C199,140.01,44.0,1,122.12,0,pos,West,electronics,Starbucks,2024/01/01 22:08,0
T3539,C390,146.5,34.0,0,10.55,1,mobile,East,food,BestBuy,2024/01/02 01:30,0
T3540,C259,107.45,63.0,0,62.6,0,web,East,food,Amazon,2024/01/02 00:00,0
T3541,C474,145.29,46.0,0,10.75,0,pos,East,electronics,,Jan 01 2024 21:39,0
T3542,C434,187.03,53.0,0,158.16,0,mobile,East,food,Target,2024/01/01 17:05,0
T3543,C307,95.09,54.0,0,98.76,0,mobile,North,electronics,Starbucks,2024/01/01 08:43,0
T3544,C263,9.28,43.0,1,-11.42,0,pos,North,shopping,Starbucks,01/01/2024 18:02,0
T3545,C455,66.87,34.0,0,118.79,0,mobile,West,electronics,Starbucks,2024/01/01 07:46,0
T3546,C412,8.08,39.0,0,73.14,0,web,East,travel,Walmart,2024-01-01 15:01:42,0
T3547,C261,52.35,42.0,1,25.81,0,mobile,East,electronics,Walmart,2024-01-01 14:33:54,0
T3548,C157,52.27,19.0,0,183.9,0,web,North,shopping,Target,01/01/2024 02:11,0
T3549,C427,6.83,39.0,0,105.36,0,web,East,food,Starbucks,Jan 01 2024 19:44,0
T3550,C194,42.9,22.0,0,85.33,0,web,South,travel,BestBuy,01/01/2024 05:33,0
T3551,C330,588.5,21.0,0,80.03,0,pos,North,electronics,Starbucks,Jan 02 2024 01:45,0
T3552,C298,165.15,53.0,0,24.34,0,mobile,South,shopping,Target,2024-01-02 02:01:48,0
T3553,C201,295.05,23.0,1,34.77,0,pos,North,travel,Target,02/01/2024 02:51,0
T3554,C168,7.51,69.0,1,164.25,0,pos,North,travel,BestBuy,Jan 01 2024 20:11,0
T3555,C398,310.37,38.0,1,76.31,1,web,North,,Walmart,2024-01-01 11:05:07,1
T3556,C129,73.94,,0,101.1,0,pos,West,,BestBuy,2024-01-01 04:17:59,0
T3557,C371,35.61,54.0,0,-2.22,0,mobile,West,shopping,Target,2024-01-01 23:51:42,0
T3558,C363,8.0,42.0,0,34.1,0,pos,North,shopping,BestBuy,Jan 01 2024 18:15,0
T3559,C484,69.44,43.0,0,130.49,0,pos,North,shopping,Starbucks,Jan 01 2024 03:00,0
T3560,C425,158.24,,0,118.89,0,web,North,grocery,Target,2024/01/01 02:09,0
T3561,C357,122.79,37.0,0,187.67,0,web,North,food,Walmart,01/01/2024 04:37,0
T3562,C151,5.15,50.0,0,167.15,0,pos,East,shopping,Walmart,02/01/2024 02:08,0
T3563,C391,7.57,31.0,0,88.46,0,web,East,,,01/01/2024 11:45,0
T3564,C164,51.56,53.0,0,123.65,0,pos,East,grocery,BestBuy,Jan 01 2024 20:55,0
T3565,C448,35.0,34.0,0,84.17,0,mobile,West,travel,BestBuy,Jan 01 2024 03:49,0
T3566,C338,26.45,38.0,0,202.74,0,mobile,South,food,Starbucks,2024/01/01 16:54,0
T3567,C447,32.99,63.0,0,157.45,0,web,North,travel,,01/01/2024 12:55,0
T3568,C259,162.7,,1,108.48,0,mobile,East,,Target,2024/01/01 21:02,0
T3569,C468,264.83,63.0,0,110.02,1,mobile,East,travel,Target,01/01/2024 15:42,0
T3570,C137,51.94,33.0,0,172.24,0,pos,East,electronics,Walmart,2024-01-02 02:51:03,0
T3571,C170,236.56,37.0,0,128.98,0,web,North,food,BestBuy,Jan 01 2024 18:33,0
T3572,C191,38.79,46.0,0,177.93,0,mobile,North,grocery,Amazon,01/01/2024 16:47,0
T3573,C284,64.71,45.0,0,-9.68,0,web,South,grocery,BestBuy,02/01/2024 00:49,0
T3574,C162,25.62,25.0,0,123.06,0,web,West,food,Walmart,2024/01/01 15:01,0
T3575,C362,102.3,,0,74.23,0,web,South,travel,Starbucks,2024-01-01 08:29:51,0
T3576,C191,386.23,20.0,0,187.82,1,mobile,North,electronics,BestBuy,2024-01-02 00:36:03,0
T3577,C274,92.51,42.0,0,177.32,0,web,South,electronics,Target,2024/01/01 16:25,0
T3578,C191,44.29,36.0,1,101.64,0,web,East,shopping,Starbucks,Jan 01 2024 03:59,0
T3579,C131,104.36,50.0,0,176.78,0,pos,South,food,Walmart,01/01/2024 10:50,0
T3580,C136,13.12,,1,189.16,0,pos,East,electronics,Amazon,2024-01-02 00:09:06,0
T3581,C340,219.52,32.0,0,103.72,0,pos,South,travel,,2024/01/01 07:19,0
T3582,C315,69.93,39.0,0,223.6,0,pos,East,travel,Starbucks,Jan 01 2024 10:09,0
T3583,C281,59.67,27.0,0,98.43,0,web,South,grocery,Starbucks,Jan 01 2024 00:36,0
T3584,C406,88.16,35.0,0,89.27,0,pos,West,electronics,Target,2024/01/01 08:36,0
T3585,C285,98.03,39.0,0,143.29,0,pos,South,electronics,BestBuy,Jan 01 2024 06:50,0
T3586,C254,7.45,63.0,0,82.31,0,mobile,North,travel,Amazon,2024-01-01 15:21:41,0
T3587,C343,114.76,66.0,1,104.27,0,pos,North,,Starbucks,Jan 01 2024 04:37,0
T3588,C448,27.7,44.0,1,170.47,0,pos,East,,Target,01/01/2024 00:12,0
T3589,C252,125.16,,1,100.96,0,mobile,North,travel,BestBuy,2024/01/01 13:14,0
T3590,C215,172.9,50.0,0,15.25,0,web,East,grocery,BestBuy,2024-01-01 06:15:47,0
T3591,C269,162.94,,0,118.37,1,web,West,grocery,Amazon,Jan 01 2024 23:50,0
T3592,C466,80.41,43.0,0,65.19,0,mobile,North,travel,Target,01/01/2024 15:27,0
T3593,C172,73.43,30.0,0,143.26,0,mobile,North,grocery,Amazon,01/01/2024 00:40,0
T3594,C436,15.42,44.0,0,134.81,0,web,East,,Starbucks,Jan 01 2024 08:11,0
T3595,C348,149.32,31.0,1,173.57,0,pos,West,shopping,Walmart,2024-01-01 08:31:29,0
T3596,C471,31.66,41.0,0,145.38,0,mobile,West,grocery,Walmart,2024-01-01 06:16:47,0
T3597,C358,68.66,20.0,0,154.51,0,mobile,South,electronics,Amazon,2024/01/01 12:34,0
T3598,C142,33.45,64.0,0,66.55,0,mobile,East,grocery,,2024-01-01 03:12:55,0
T3599,C112,14.37,68.0,0,140.2,0,web,East,electronics,Walmart,2024-01-01 18:52:40,0
T3600,C375,99.31,66.0,1,198.42,0,web,West,travel,Starbucks,2024-01-01 10:49:11,0
T3601,C115,5.59,47.0,1,65.57,1,web,East,grocery,Amazon,2024-01-01 14:36:16,0
T3602,C245,138.09,52.0,0,189.99,0,web,North,,Starbucks,01/01/2024 04:34,0
T3603,C487,38.21,65.0,0,72.53,1,web,North,food,Starbucks,Jan 01 2024 14:05,0
T3604,C230,0.01,31.0,0,57.4,1,pos,North,grocery,Target,2024/01/02 02:42,0
T3605,C171,71.57,29.0,0,114.81,0,pos,East,travel,Starbucks,2024-01-01 03:14:38,0
T3606,C322,4.8,45.0,1,135.8,0,web,South,food,,2024-01-01 19:47:17,0
T3607,C317,32.32,61.0,0,145.59,0,web,South,electronics,Walmart,2024/01/01 16:52,0
T3608,C118,122.75,46.0,0,51.91,0,web,West,electronics,Walmart,Jan 01 2024 23:47,0
T3609,C325,6.47,60.0,0,121.73,0,mobile,East,electronics,Amazon,01/01/2024 12:41,0
T3610,C194,182.85,34.0,0,65.72,0,mobile,West,electronics,Amazon,2024-01-01 04:10:02,0
T3611,C196,0.38,57.0,0,25.55,0,web,East,electronics,Target,2024/01/01 07:53,0
T3612,C204,28.35,66.0,0,53.56,0,web,South,shopping,Target,01/01/2024 23:25,0
T3613,C266,135.06,38.0,1,62.45,0,mobile,North,travel,BestBuy,Jan 01 2024 13:19,0
T3614,C186,38.02,40.0,1,126.08,0,mobile,East,food,Amazon,2024/01/01 08:10,0
T3615,C183,10.75,,1,157.61,0,mobile,South,food,Walmart,02/01/2024 00:30,0
T3616,C329,44.67,28.0,0,26.34,0,mobile,South,grocery,BestBuy,2024-01-01 01:56:11,0
T3617,C263,31.52,51.0,1,117.6,0,mobile,South,travel,Amazon,2024/01/01 05:20,0
T3618,C168,9248.5,27.0,0,41.17,0,web,North,shopping,BestBuy,Jan 02 2024 03:41,0
T3619,C379,37.59,27.0,0,131.45,0,web,South,shopping,Starbucks,2024/01/01 21:01,0
T3620,C460,155.56,,1,68.86,0,mobile,West,travel,Starbucks,2024-01-01 14:33:13,0
T3621,C194,222.44,23.0,0,47.43,0,web,South,electronics,BestBuy,2024-01-01 18:37:46,0
T3622,C182,56.88,53.0,0,139.98,0,mobile,South,electronics,Amazon,2024/01/01 00:12,0
T3623,C117,240.73,,1,70.65,0,mobile,East,travel,Starbucks,2024/01/01 14:20,0
T3624,C328,47.37,,0,84.2,0,mobile,East,food,Starbucks,2024/01/01 02:13,0
T3625,C294,332.64,60.0,0,-11.0,0,web,East,electronics,BestBuy,01/01/2024 02:18,0
T3626,C120,9.35,40.0,0,147.33,0,web,South,grocery,Starbucks,Jan 01 2024 20:14,0
T3627,C230,116.16,44.0,0,141.05,0,web,South,shopping,Walmart,01/01/2024 17:33,0
T3628,C420,68.09,62.0,0,100.27,0,web,West,electronics,Starbucks,01/01/2024 08:21,0
T3629,C105,49.04,,0,23.62,0,pos,North,,BestBuy,Jan 02 2024 00:12,0
T3630,C176,100.16,23.0,0,160.47,0,mobile,South,electronics,Starbucks,Jan 01 2024 15:46,0
T3631,C145,121.69,18.0,0,66.69,0,mobile,North,electronics,Starbucks,01/01/2024 23:07,0
T3632,C393,0.44,23.0,0,77.33,0,web,South,shopping,,Jan 01 2024 14:24,0
T3633,C114,18.27,67.0,1,215.6,1,web,North,,BestBuy,01/01/2024 16:49,1
T3634,C213,124.84,,0,64.82,1,pos,East,grocery,BestBuy,01/01/2024 12:51,0
T3635,C496,109.78,58.0,1,137.11,0,mobile,South,food,Target,2024/01/01 05:20,0
T3636,C406,338.28,41.0,0,128.1,0,mobile,West,travel,Target,2024/01/01 18:22,0
T3637,C123,143.14,,0,119.51,0,web,North,travel,Walmart,2024-01-01 08:20:28,0
T3638,C241,301.13,,0,114.1,0,web,East,,Starbucks,01/01/2024 08:39,0
T3639,C120,121.25,43.0,2,118.82,0,pos,West,food,Amazon,Jan 01 2024 12:53,0
T3640,C246,35.39,25.0,0,113.6,0,mobile,East,electronics,Amazon,2024-01-01 12:39:38,0
T3641,C113,11.13,,0,97.4,0,pos,South,,Target,01/01/2024 06:39,0
T3642,C387,152.25,41.0,0,175.56,0,mobile,West,grocery,BestBuy,2024/01/01 16:23,0
T3643,C117,103.32,,0,34.37,1,web,North,,BestBuy,Jan 02 2024 01:38,0
T3644,C330,4.94,55.0,0,151.07,0,pos,North,grocery,Walmart,2024-01-01 07:38:41,0
T3645,C175,44.64,23.0,0,141.12,0,web,West,grocery,Amazon,Jan 01 2024 22:09,0
T3646,C357,314.19,52.0,0,134.92,0,mobile,North,travel,,2024/01/01 02:56,0
T3647,C458,69.39,59.0,1,155.85,0,mobile,East,travel,,2024/01/01 15:59,0
T3648,C374,56.69,18.0,0,95.37,0,pos,West,shopping,Walmart,2024-01-01 05:24:01,0
T3649,C331,61.19,63.0,0,6.55,0,web,North,shopping,Target,Jan 01 2024 19:50,0
T3650,C316,23.43,53.0,0,96.39,1,mobile,East,grocery,,Jan 01 2024 16:11,0
T3651,C159,46.0,29.0,0,50.44,0,mobile,North,,,Jan 01 2024 15:18,0
T3652,C139,2308.5,55.0,0,63.41,0,pos,East,shopping,Walmart,02/01/2024 02:17,0
T3653,C241,5.38,28.0,0,37.88,0,pos,South,shopping,Walmart,02/01/2024 00:45,0
T3654,C357,145.92,29.0,0,76.13,0,web,East,travel,,01/01/2024 21:15,0
T3655,C231,53.87,59.0,1,70.17,0,pos,North,shopping,Target,Jan 02 2024 00:25,0
T3656,C467,172.7,67.0,0,-18.88,0,mobile,East,electronics,Starbucks,2024/01/02 02:07,0
T3657,C428,189.94,56.0,0,135.01,0,web,North,electronics,BestBuy,2024/01/01 20:45,0
T3658,C380,23.82,24.0,1,211.02,0,web,West,travel,Amazon,Jan 01 2024 09:01,0
T3659,C269,107.11,28.0,0,130.31,0,web,West,travel,Amazon,Jan 01 2024 18:45,0
T3660,C386,63.92,53.0,0,89.85,0,mobile,South,shopping,Amazon,01/01/2024 02:30,0
T3661,C356,212.16,69.0,0,97.26,0,pos,East,grocery,Starbucks,2024/01/01 17:14,0
T3662,C114,24.3,,0,78.95,1,web,South,food,BestBuy,2024-01-01 09:42:51,0
T3663,C407,113.26,50.0,0,104.5,0,mobile,West,electronics,BestBuy,2024/01/01 04:11,0
T3664,C420,93.59,30.0,0,98.15,0,pos,East,electronics,Walmart,01/01/2024 17:58,0
T3665,C466,35.0,35.0,0,57.95,0,web,East,travel,Walmart,2024/01/02 03:04,0
T3666,C434,14.69,58.0,0,184.14,0,pos,South,grocery,Target,Jan 01 2024 15:32,0
T3667,C401,105.45,,1,25.64,0,pos,South,travel,Amazon,2024-01-02 02:06:51,0
T3668,C264,134.17,26.0,0,135.92,0,pos,East,shopping,Target,01/01/2024 16:58,0
T3669,C456,37.93,48.0,0,94.94,0,mobile,East,grocery,,Jan 01 2024 19:05,0
T3670,C342,103.52,58.0,1,195.04,0,web,East,shopping,BestBuy,Jan 01 2024 06:36,0
T3671,C456,50.27,27.0,0,117.04,0,web,South,electronics,,2024/01/01 11:40,0
T3672,C202,124.9,19.0,0,82.0,0,web,North,travel,BestBuy,Jan 01 2024 12:34,0
T3673,C229,22.22,55.0,0,87.61,0,mobile,West,travel,Walmart,2024/01/01 05:14,0
T3674,C157,220.92,32.0,0,102.0,0,pos,West,food,BestBuy,2024-01-01 09:34:46,0
T3675,C329,33.88,,0,42.86,0,mobile,South,grocery,Starbucks,01/01/2024 08:21,0
T3676,C341,45.85,60.0,0,61.66,1,web,East,electronics,Target,2024/01/01 03:12,0
T3677,C128,5.98,48.0,1,10.75,0,pos,West,food,Amazon,2024/01/01 22:35,0
T3678,C220,11.82,23.0,0,53.85,0,mobile,West,food,BestBuy,Jan 01 2024 00:43,0
T3679,C223,3627.0000000000005,20.0,1,104.7,0,mobile,West,travel,Target,01/01/2024 09:17,0
T3680,C248,31.14,28.0,0,115.01,0,mobile,West,grocery,,2024-01-01 20:18:24,0
T3681,C144,180.47,32.0,1,1.03,0,mobile,East,travel,Target,01/01/2024 15:26,0
