,transaction_id,customer_id,amount,customer_age,past_fraud_count,avg_spend,is_international,device_type,customer_region,category,merchant,transaction_time,is_fraud
2875,T3875,C185,64.69,51.0,1,91.31,0,web,West,travel,Starbucks,2024-01-01 13:10:00,0
2883,T3883,C261,7.38,43.0,1,67.84,0,mobile,East,shopping,Walmart,2024-01-01 00:33:00,0
2884,T3884,C370,7.15,53.0,1,113.08,1,pos,North,food,Amazon,2024-01-01 12:25:29,1
2887,T3887,C430,52.66,45.0,1,116.65,0,mobile,South,Unknown,Unknown,2024-01-01 11:28:00,0
2893,T3893,C130,106.32,68.0,1,96.48,0,pos,East,food,Starbucks,2024-01-01 16:21:00,0
2899,T3899,C225,3.83,35.0,1,33.53,0,mobile,West,shopping,Walmart,2024-01-02 00:19:00,0
2906,T3906,C410,70.865,38.0,1,120.83,0,pos,South,grocery,Starbucks,2024-01-01 07:39:00,0
2908,T3908,C418,36.27,32.0,1,109.55,0,mobile,West,shopping,Target,2024-01-02 03:05:00,0
2909,T3909,C484,36.23,21.0,1,105.36,1,web,East,travel,Amazon,2024-01-01 18:52:00,1
2911,T3911,C383,0.15,27.0,1,89.46,0,web,North,shopping,Starbucks,2024-01-01 18:56:03,0
2915,T3915,C318,108.78,63.0,1,75.15,0,pos,West,electronics,Amazon,2024-01-01 16:22:00,0
2921,T3921,C342,124.7,37.0,1,195.96,0,web,North,grocery,Starbucks,2024-01-01 04:57:00,0
2922,T3922,C141,169.71,18.0,1,37.83,0,pos,East,shopping,Walmart,2024-01-01 20:07:00,0
2928,T3928,C230,140.34,66.0,1,79.18,1,mobile,South,food,BestBuy,2024-01-01 04:34:45,0
2930,T3930,C389,89.32,48.0,1,84.05,0,mobile,West,grocery,Walmart,2024-01-01 23:09:00,0
2932,T3932,C168,8.17,43.0,1,55.6,0,pos,East,Unknown,Walmart,2024-01-01 07:01:00,0
2946,T3946,C328,72.12,34.0,1,161.23,0,pos,North,food,Starbucks,2024-01-01 08:03:05,0
2950,T3950,C331,175.74,25.0,1,56.88,0,pos,East,grocery,Target,2024-01-01 17:44:00,0
2958,T3958,C187,32.03,34.0,1,60.86,0,web,East,grocery,BestBuy,2024-01-01 16:17:00,0
2960,T3960,C169,21.72,37.0,1,114.31,0,mobile,North,shopping,Amazon,2024-01-01 04:39:00,0
2966,T3966,C110,129.85,21.0,1,175.33,0,pos,East,shopping,Unknown,2024-01-01 13:24:41,0
2974,T3974,C126,48.51,27.0,1,97.38,0,mobile,South,grocery,BestBuy,2024-02-01 03:39:09,0
2976,T3976,C361,182.63,60.0,1,133.49,1,web,West,shopping,Walmart,2024-01-01 16:33:00,0
2980,T3980,C216,57.57,23.0,1,94.43,0,web,North,grocery,Target,2024-01-01 07:39:00,0
2991,T3991,C178,160.95,65.0,2,191.61,0,pos,North,electronics,Walmart,2024-01-01 06:01:14,0
2992,T3992,C311,80.45,67.0,1,117.24,0,web,East,food,Walmart,2024-02-01 03:22:32,0
2998,T3998,C410,34.26,63.0,1,66.6,0,web,North,shopping,BestBuy,2024-01-01 12:20:00,0
3011,T4011,C314,33.92,27.0,1,78.94,1,mobile,West,grocery,Walmart,2024-02-01 03:45:00,1
3012,T4012,C491,36.64,51.0,2,150.24,0,web,West,electronics,Walmart,2024-01-02 03:09:00,0
3014,T4014,C482,97.1,43.0,2,63.14,0,pos,East,grocery,BestBuy,2024-02-01 01:11:37,0
3019,T4019,C148,153.14,59.0,1,-11.3,1,web,West,grocery,Starbucks,2024-01-01 20:29:00,0
3024,T4024,C365,5.82,43.0,1,-27.5,1,mobile,South,Unknown,Amazon,2024-01-01 16:10:00,1
3034,T4034,C418,32.55,43.0,1,207.17,1,pos,North,travel,Amazon,2024-01-01 15:08:00,0
3042,T4042,C402,12.03,43.0,1,167.96,0,web,North,travel,BestBuy,2024-01-01 14:31:00,0
3045,T4045,C383,121.93,43.0,2,128.19,1,pos,South,grocery,Amazon,2024-02-01 02:22:12,0
3052,T4052,C399,31.27,30.0,2,138.2,0,pos,South,grocery,BestBuy,2024-01-01 23:10:00,0
3054,T4054,C436,106.93,19.0,1,34.04,0,pos,West,electronics,BestBuy,2024-02-01 02:16:03,0
3064,T4064,C470,104.56,43.0,1,128.85,0,pos,South,electronics,Unknown,2024-02-01 02:57:00,0
3085,T4085,C274,113.98,31.0,1,56.56,0,web,East,grocery,Target,2024-01-01 11:07:00,0
3092,T4092,C386,50.92,19.0,1,90.74,0,mobile,North,electronics,Amazon,2024-01-01 18:11:00,0
3097,T4097,C219,10.75,35.0,1,91.1,0,pos,West,Unknown,Walmart,2024-01-01 19:23:00,0
3113,T4113,C475,9.58,48.0,1,108.28,1,web,North,shopping,Walmart,2024-01-01 21:46:14,0
3116,T4116,C209,134.22,61.0,1,41.43,1,web,North,electronics,BestBuy,2024-01-01 19:14:00,0
3122,T4122,C384,6.46,68.0,1,158.15,0,web,South,shopping,Target,2024-01-01 18:22:00,0
3128,T4128,C286,302.6,49.0,1,138.32,0,web,West,shopping,Walmart,2024-01-01 04:24:05,0
3130,T4130,C439,163.52,37.0,1,139.93,0,pos,South,travel,Target,2024-01-01 21:05:00,0
3137,T4137,C155,133.91,21.0,2,88.31,1,web,East,grocery,Starbucks,2024-01-02 00:09:00,0
3142,T4142,C117,87.81,43.0,2,37.5,1,mobile,South,travel,BestBuy,2024-01-01 16:21:20,0
3150,T4150,C480,99.49,37.0,1,76.75,0,mobile,West,travel,Walmart,2024-01-01 20:56:00,0
3156,T4156,C436,275.33,29.0,1,176.03,0,pos,North,grocery,Starbucks,2024-01-01 03:19:21,0
3161,T4161,C307,2.22,43.0,1,107.24,0,pos,North,electronics,Amazon,2024-01-01 06:54:00,0
3169,T4169,C426,52.71,66.0,1,106.28,1,web,South,electronics,Starbucks,2024-01-01 03:22:00,1
3170,T4170,C432,106.47,30.0,1,65.08,0,web,West,grocery,Starbucks,2024-01-01 00:35:35,0
3171,T4171,C262,30.14,30.0,1,95.94,0,pos,South,grocery,BestBuy,2024-02-01 02:36:12,0
3173,T4173,C425,17.49,19.0,1,145.41,0,pos,East,shopping,Walmart,2024-01-01 12:53:00,0
3174,T4174,C351,7.31,27.0,1,116.7,0,web,North,food,Unknown,2024-01-01 18:23:00,0
3182,T4182,C391,37.08,32.0,1,30.85,1,web,South,Unknown,Amazon,2024-01-01 04:48:00,0
3184,T4184,C240,72.36,50.0,1,175.4,0,web,North,food,Walmart,2024-01-01 10:12:00,0
3190,T4190,C326,36.79,65.0,1,20.78,0,pos,East,shopping,Unknown,2024-01-01 21:24:00,0
3193,T4193,C377,39.56,34.0,1,80.2,0,mobile,South,travel,Starbucks,2024-01-01 11:27:00,0
3197,T4197,C116,209.01,69.0,1,113.09,1,web,West,shopping,BestBuy,2024-01-01 00:24:00,0
3214,T4214,C163,26.08,40.0,1,83.26,0,pos,East,food,Amazon,2024-01-01 20:31:00,0
3217,T4217,C266,0.2,50.0,1,86.0,0,web,South,grocery,Starbucks,2024-01-01 09:30:00,0
3225,T4225,C371,221.51,55.0,1,92.58,0,pos,South,grocery,Walmart,2024-01-02 00:43:00,0
3227,T4227,C189,43.74,61.0,3,129.29,0,mobile,West,shopping,Target,2024-02-01 02:02:24,0
3228,T4228,C305,11.13,28.0,1,128.58,1,mobile,East,Unknown,Walmart,2024-01-01 02:02:00,0
3229,T4229,C250,25.15,46.0,1,169.39,0,web,North,shopping,Walmart,2024-01-01 09:35:08,0
3232,T4232,C208,28.15,69.0,1,188.16,0,pos,West,electronics,BestBuy,2024-01-01 10:11:00,0
3233,T4233,C264,5.95,41.0,1,87.13,0,pos,East,shopping,Starbucks,2024-01-01 22:09:48,0
3250,T4250,C470,70.865,62.0,1,173.21,0,web,West,shopping,Walmart,2024-01-01 07:34:00,1
3251,T4251,C394,12.26,69.0,1,159.24,0,mobile,North,grocery,Starbucks,2024-01-01 06:29:00,0
3255,T4255,C500,15.41,20.0,1,87.71,0,mobile,East,travel,Target,2024-01-01 04:26:00,0
3258,T4258,C172,49.73,53.0,1,152.85,0,mobile,West,shopping,Target,2024-01-01 17:58:24,0
3260,T4260,C496,22.86,64.0,1,159.8,0,web,West,Unknown,BestBuy,2024-01-01 18:16:00,0
3261,T4261,C316,70.89,58.0,2,144.09,0,web,West,Unknown,Amazon,2024-01-01 12:21:00,0
3266,T4266,C216,64.29,56.0,1,102.16,0,web,West,food,Amazon,2024-01-01 11:31:00,0
3274,T4274,C400,180.86,24.0,1,36.5,1,mobile,South,food,Target,2024-01-01 12:34:00,0
3275,T4275,C274,172.25,36.0,1,159.81,1,web,West,Unknown,Target,2024-01-02 00:26:00,0
3286,T4286,C233,49.07,26.0,1,70.98,0,mobile,West,shopping,Unknown,2024-01-01 21:51:00,0
3288,T4288,C364,232.05,56.0,1,113.38,0,mobile,East,Unknown,BestBuy,2024-01-01 07:35:00,0
3289,T4289,C269,22.75,43.0,1,142.66,0,pos,South,travel,Amazon,2024-01-01 15:32:00,0
3290,T4290,C319,6.93,19.0,1,94.72,0,mobile,South,grocery,Amazon,2024-01-01 12:52:00,0
3291,T4291,C380,209.84,40.0,1,86.6,0,mobile,South,travel,Unknown,2024-01-01 00:14:00,0
3297,T4297,C451,7.7,45.0,1,70.83,0,web,South,grocery,BestBuy,2024-01-01 17:18:58,0
3298,T4298,C401,47.08,44.0,1,105.15,1,mobile,West,grocery,Amazon,2024-01-01 16:30:00,0
3299,T4299,C242,162.87,68.0,2,68.67,1,web,North,food,Walmart,2024-01-01 20:35:00,0
3300,T4300,C322,56.82,69.0,1,44.63,0,mobile,West,shopping,Starbucks,2024-01-01 12:47:13,0
3304,T4304,C332,24.86,18.0,1,114.81,0,web,North,travel,Walmart,2024-01-01 15:07:00,0
3308,T4308,C379,46.14,43.0,2,113.08,0,mobile,North,travel,Starbucks,2024-01-01 01:28:10,0
3318,T4318,C475,163.22,53.0,1,57.3,0,mobile,South,Unknown,Unknown,2024-01-01 00:19:00,0
3320,T4320,C230,79.5,58.0,1,115.47,0,pos,South,electronics,Target,2024-01-01 10:05:13,0
3324,T4324,C305,152.31,58.0,1,77.78,1,web,South,travel,Starbucks,2024-01-01 18:28:55,0
3328,T4328,C399,15.12,29.0,1,148.53,0,mobile,East,electronics,BestBuy,2024-01-01 23:13:00,0
3340,T4340,C192,219.94,26.0,1,17.39,0,pos,North,electronics,Target,2024-01-01 02:52:00,0
3343,T4343,C423,17.02,52.0,1,112.2,0,mobile,East,grocery,Walmart,2024-01-01 15:40:00,0
3345,T4345,C357,126.02,49.0,2,206.61,0,mobile,West,shopping,BestBuy,2024-01-01 23:37:00,0
3349,T4349,C267,27.64,34.0,1,43.23,0,mobile,East,shopping,Starbucks,2024-01-01 13:28:00,0
3350,T4350,C230,24.2,42.0,1,162.8,0,pos,North,grocery,Target,2024-01-01 11:59:00,0
3367,T4367,C100,70.865,43.0,1,149.39,0,pos,North,travel,Walmart,2024-01-01 13:43:00,0
3370,T4370,C219,24.68,32.0,1,43.25,0,web,North,travel,Walmart,2024-01-02 00:22:00,0
3374,T4374,C202,168.71,43.0,1,191.12,0,web,West,travel,Target,2024-01-01 10:33:00,0
3376,T4376,C270,143.07,46.0,1,188.75,0,pos,West,food,BestBuy,2024-01-01 09:40:00,0
3383,T4383,C487,30.05,19.0,1,91.77,0,mobile,North,grocery,Target,2024-01-01 03:19:00,0
3392,T4392,C367,219.03,21.0,1,41.07,0,pos,South,electronics,Target,2024-01-01 03:26:00,0
3393,T4393,C297,39.35,31.0,1,117.6,0,mobile,East,grocery,Amazon,2024-01-01 11:35:00,0
3394,T4394,C394,231.22,59.0,1,115.46,0,mobile,East,shopping,BestBuy,2024-01-01 22:33:00,0
3405,T4405,C494,164.33,49.0,1,-10.41,0,pos,East,food,Target,2024-01-01 13:48:00,0
3406,T4406,C491,195.21,69.0,1,67.37,0,mobile,North,shopping,Starbucks,2024-01-02 02:15:00,0
3430,T4430,C274,86.98,35.0,1,125.2,0,mobile,South,shopping,BestBuy,2024-01-01 15:33:00,0
3434,T4434,C101,122.89,66.0,1,161.18,1,pos,North,electronics,Starbucks,2024-01-01 05:20:00,0
3435,T4435,C413,49.3,23.0,1,166.75,0,mobile,West,travel,Amazon,2024-01-01 09:10:00,0
3442,T4442,C414,23.78,32.0,1,144.98,0,mobile,West,food,Walmart,2024-01-01 12:34:00,0
3452,T4452,C191,113.18,54.0,1,101.94,0,web,South,electronics,Target,2024-01-01 11:52:00,0
3465,T4465,C498,122.13,59.0,1,32.95,1,mobile,East,shopping,Amazon,2024-01-01 04:16:00,1
3470,T4470,C180,1.93,61.0,2,166.06,0,web,South,grocery,Walmart,2024-01-01 09:57:00,0
3487,T4487,C282,5.34,23.0,1,112.52,0,pos,East,grocery,Walmart,2024-01-01 06:24:00,0
3490,T4490,C131,8.84,40.0,1,96.78,0,web,East,shopping,BestBuy,2024-01-01 08:01:00,0
3491,T4491,C475,93.36,49.0,1,-66.48,0,web,North,travel,Target,2024-01-01 17:13:00,0
3492,T4492,C272,212.84,39.0,1,112.37,0,pos,East,shopping,Walmart,2024-01-01 05:47:33,0
3494,T4494,C442,107.6,60.0,1,50.83,0,web,South,travel,Amazon,2024-01-01 16:24:30,0
3500,T4500,C101,33.76,30.0,1,33.22,0,web,East,Unknown,Target,2024-01-01 02:10:00,0
3509,T4509,C136,6.44,43.0,1,122.49,0,pos,East,electronics,BestBuy,2024-01-01 20:26:00,0
3519,T4519,C133,23.67,50.0,1,175.58,0,pos,West,food,BestBuy,2024-01-01 20:19:00,0
3520,T4520,C153,26.05,45.0,1,210.4,0,web,South,food,Amazon,2024-01-01 09:34:00,0
3528,T4528,C163,70.865,43.0,1,164.93,0,web,South,shopping,Walmart,2024-01-01 22:37:00,0
3538,T4538,C296,112.08,43.0,1,62.94,0,web,South,food,Starbucks,2024-01-01 11:25:00,0
3540,T4540,C186,23.64,26.0,1,64.99,0,web,North,Unknown,Target,2024-01-01 20:12:00,0
3544,T4544,C333,200.0,45.0,1,129.81,1,mobile,West,shopping,Target,2024-01-01 16:50:50,1
3547,T4547,C477,66.27,60.0,1,85.45,0,pos,North,Unknown,Target,2024-01-01 07:59:02,0
3549,T4549,C239,82.88,68.0,1,70.82,0,pos,South,travel,Amazon,2024-01-01 04:43:00,0
3560,T4560,C484,36.6,61.0,1,162.32,0,pos,West,shopping,Unknown,2024-01-01 10:11:00,0
3561,T4561,C109,172.81,53.0,1,42.25,0,web,West,travel,Unknown,2024-01-01 03:16:00,0
3567,T4567,C124,110.03,62.0,1,53.77,0,mobile,West,electronics,Target,2024-01-01 13:28:00,0
3569,T4569,C176,198.2,21.0,3,109.47,0,pos,West,travel,Target,2024-02-01 01:11:23,0
3586,T4586,C149,60.51,43.0,1,79.72,0,mobile,West,electronics,Target,2024-01-01 13:12:00,0
3600,T4600,C180,15.22,56.0,1,113.91,0,mobile,South,grocery,Unknown,2024-01-02 01:26:00,0
3602,T4602,C388,20.49,55.0,1,46.46,0,web,East,travel,Target,2024-01-01 14:18:53,0
3606,T4606,C123,174.7,36.0,1,113.87,0,pos,South,travel,Amazon,2024-01-01 06:57:18,0
3610,T4610,C102,84.69,24.0,1,82.18,0,pos,East,travel,Starbucks,2024-01-01 06:45:00,0
3618,T4618,C491,158.93,65.0,1,143.71,0,pos,South,electronics,BestBuy,2024-01-01 09:52:00,0
3620,T4620,C179,111.71,43.0,1,35.79,1,mobile,West,travel,Amazon,2024-01-01 23:57:00,0
3621,T4621,C357,24.91,23.0,1,71.82,0,mobile,South,grocery,Amazon,2024-01-01 03:02:11,0
3631,T4631,C133,16.49,44.0,1,149.51,0,mobile,East,grocery,BestBuy,2024-01-01 23:07:00,0
3634,T4634,C460,9.85,43.0,2,82.94,0,pos,North,travel,Walmart,2024-01-01 08:15:56,0
3635,T4635,C459,66.58,43.0,1,215.2,0,pos,South,food,Amazon,2024-01-01 10:33:00,0
3636,T4636,C484,253.5,28.0,1,118.71,1,mobile,West,food,Walmart,2024-01-01 15:17:00,0
3642,T4642,C151,63.12,46.0,1,98.11,0,web,North,electronics,Amazon,2024-01-01 23:36:00,0
3646,T4646,C366,66.8,66.0,1,121.5,0,pos,South,food,BestBuy,2024-01-01 02:53:00,0
3650,T4650,C163,146.73,33.0,1,127.13,0,pos,West,grocery,Walmart,2024-01-01 13:16:00,0
3651,T4651,C328,50.73,50.0,1,162.94,0,web,North,travel,Walmart,2024-01-01 20:31:00,0
3653,T4653,C222,18.72,56.0,1,131.6,0,web,West,grocery,Amazon,2024-01-01 08:02:00,0
3657,T4657,C123,71.45,45.0,1,-20.94,0,mobile,South,Unknown,Starbucks,2024-01-01 13:22:00,0
3658,T4658,C391,95.48,20.0,1,105.55,0,web,West,Unknown,BestBuy,2024-01-01 20:09:00,0
3662,T4662,C176,5.15,19.0,1,101.55,1,mobile,South,grocery,Target,2024-01-01 21:02:35,1
3664,T4664,C122,80.11,31.0,1,150.84,1,mobile,East,travel,Target,2024-01-01 02:13:00,0
3675,T4675,C363,33.0,56.0,1,121.97,0,web,South,food,Starbucks,2024-01-01 11:30:00,0
3692,T4692,C327,149.27,65.0,1,97.88,0,pos,West,shopping,Walmart,2024-01-01 11:51:00,0
3706,T4706,C458,134.35,64.0,1,150.09,0,web,East,electronics,BestBuy,2024-01-01 02:16:00,0
3709,T4709,C391,70.865,69.0,1,82.08,0,pos,West,travel,Walmart,2024-01-01 07:52:00,0
3714,T4714,C399,70.865,49.0,1,125.68,0,web,East,shopping,Amazon,2024-01-01 07:54:20,0
3715,T4715,C421,37.38,51.0,1,66.93,0,pos,South,food,Walmart,2024-01-01 12:03:00,0
3716,T4716,C470,41.55,24.0,1,103.73,0,web,East,travel,Walmart,2024-01-01 11:29:21,0
3717,T4717,C134,8.22,43.0,1,68.65,0,mobile,West,travel,Target,2024-01-01 13:13:00,0
3722,T4722,C243,274.08,47.0,1,63.25,0,web,West,electronics,Walmart,2024-01-01 10:34:00,0
3725,T4725,C400,263.99,18.0,1,148.04,1,web,East,food,Unknown,2024-01-01 04:32:00,0
3745,T4745,C410,70.865,22.0,1,93.91,0,pos,East,grocery,Target,2024-01-01 23:05:00,0
3751,T4751,C419,239.88,18.0,1,111.23,0,web,North,electronics,Starbucks,2024-01-01 18:50:30,0
3759,T4759,C249,177.76,43.0,1,102.34,0,web,North,food,Walmart,2024-01-01 22:44:00,0
3763,T4763,C164,33.96,34.0,1,71.49,0,pos,East,travel,Starbucks,2024-01-01 16:40:00,0
3769,T4769,C456,12.4,37.0,1,99.21,1,web,East,travel,Amazon,2024-01-02 00:12:00,0
3779,T4779,C406,228.66,59.0,1,126.72,1,web,West,Unknown,BestBuy,2024-01-01 05:40:00,1
3780,T4780,C376,51.0,32.0,1,116.34,0,mobile,East,electronics,Target,2024-01-01 23:22:21,0
3784,T4784,C185,161.44,37.0,1,130.71,0,mobile,South,travel,Amazon,2024-01-01 11:38:37,0
3785,T4785,C426,11.03,55.0,1,82.01,0,mobile,East,food,Walmart,2024-01-02 00:38:00,0
3798,T4798,C338,18.94,45.0,1,165.06,0,web,East,shopping,BestBuy,2024-01-01 01:59:00,0
3800,T4800,C171,35.15,47.0,1,65.48,0,pos,South,electronics,Walmart,2024-01-01 11:52:14,0
3801,T4801,C465,278.57,68.0,1,10.19,0,web,South,grocery,Unknown,2024-02-01 03:25:00,0
3805,T4805,C400,70.865,48.0,1,129.41,1,web,East,travel,Target,2024-01-01 23:04:00,0
3811,T4811,C394,61.24,49.0,1,113.31,0,web,West,shopping,Target,2024-01-02 02:56:00,0
3816,T4816,C259,44.51,38.0,1,125.5,0,web,South,travel,BestBuy,2024-01-01 04:16:00,0
3831,T4831,C349,165.24,28.0,1,-11.34,0,mobile,South,grocery,Amazon,2024-01-01 07:02:28,0
3836,T4836,C276,269.64,39.0,1,126.38,0,pos,West,shopping,Walmart,2024-01-01 21:16:00,0
3852,T4852,C298,94.88,34.0,1,62.58,1,mobile,South,travel,Walmart,2024-01-01 19:24:31,0
3870,T4870,C236,50.3,43.0,1,131.45,0,mobile,East,electronics,Amazon,2024-01-01 00:53:00,0
3881,T4881,C208,131.49,41.0,1,86.86,0,web,North,food,Starbucks,2024-01-01 22:44:52,0
3888,T4888,C131,99.38,26.0,1,44.77,0,web,West,travel,Walmart,2024-01-01 13:30:00,0
3904,T4904,C107,185.93,50.0,2,84.8,0,web,South,grocery,BestBuy,2024-01-01 11:58:00,0
3905,T4905,C405,66.17,24.0,1,54.52,0,web,East,travel,BestBuy,2024-02-01 03:28:10,0
3906,T4906,C303,72.17,48.0,1,161.86,0,web,South,electronics,BestBuy,2024-01-01 15:44:00,0
3916,T4916,C475,130.33,43.0,1,161.83,0,pos,East,food,Unknown,2024-01-01 01:55:00,0
3921,T4921,C236,51.12,67.0,1,177.75,0,web,South,shopping,Starbucks,2024-01-01 09:50:00,0
3931,T4931,C180,19.99,41.0,1,106.73,0,pos,South,grocery,BestBuy,2024-01-01 00:45:00,0
3932,T4932,C341,97.49,34.0,1,165.57,0,pos,West,electronics,Target,2024-01-01 05:00:00,0
3941,T4941,C136,228.24,38.0,1,16.82,0,mobile,South,food,Target,2024-01-01 21:29:00,0
3950,T4950,C499,2.4,27.0,1,79.78,0,web,West,grocery,Target,2024-01-01 12:30:00,0
3953,T4953,C441,14.56,22.0,1,57.66,0,web,South,shopping,Starbucks,2024-01-01 00:14:00,0
3958,T4958,C175,5.19,21.0,1,152.0,0,web,North,grocery,BestBuy,2024-01-01 23:10:00,0
3963,T4963,C109,87.53,27.0,1,88.75,0,web,East,electronics,Walmart,2024-01-01 05:55:39,0
3964,T4964,C179,1.14,64.0,1,89.95,0,web,North,travel,Target,2024-01-01 14:14:00,0
3973,T4973,C290,123.59,20.0,1,75.56,0,mobile,West,grocery,Amazon,2024-01-01 09:14:07,0
3984,T4984,C482,169.99,66.0,1,115.26,0,web,South,shopping,Starbucks,2024-01-01 23:00:36,0
3990,T4990,C332,8.72,65.0,1,88.78,0,web,West,grocery,Walmart,2024-01-01 05:10:00,0
4001,T5001,C312,163.7,38.0,1,71.5,1,mobile,South,travel,Starbucks,2024-01-01 07:59:00,1
4004,T5004,C236,16.16,52.0,1,117.22,0,pos,South,travel,Unknown,2024-01-01 15:53:00,0
4009,T5009,C280,5.84,46.0,2,35.68,0,mobile,South,electronics,Target,2024-01-01 05:36:27,0
4013,T5013,C316,21.5,69.0,1,24.15,0,pos,East,electronics,Target,2024-01-01 00:36:00,0
4021,T5021,C316,27.51,61.0,1,109.61,1,web,East,travel,Unknown,2024-01-01 20:50:00,0
4030,T5030,C110,111.25,56.0,1,48.5,0,web,East,travel,Walmart,2024-01-01 05:13:00,0
4032,T5032,C492,8.47,50.0,1,129.63,0,mobile,South,electronics,Walmart,2024-01-01 23:00:00,0
4045,T5045,C165,55.77,27.0,1,189.02,0,pos,North,travel,Unknown,2024-01-01 00:52:00,0
4049,T5049,C267,22.51,43.0,1,164.8,0,web,South,electronics,Amazon,2024-01-01 22:50:12,0
4052,T5052,C105,173.32,67.0,1,13.85,0,pos,South,travel,Starbucks,2024-01-01 00:26:00,0
4054,T5054,C272,151.19,51.0,1,73.58,0,pos,West,grocery,Target,2024-01-01 00:10:00,0
4056,T5056,C389,170.58,45.0,1,36.62,0,pos,North,electronics,Starbucks,2024-01-01 09:38:00,0
4061,T5061,C422,70.865,30.0,1,94.89,0,pos,West,electronics,Target,2024-01-01 06:11:00,1
4062,T5062,C193,144.97,50.0,2,35.53,0,mobile,West,travel,Walmart,2024-01-02 00:57:00,0
4063,T5063,C386,29.17,51.0,1,136.74,0,web,West,grocery,Starbucks,2024-01-01 20:38:22,0
4068,T5068,C305,112.04,41.0,1,47.09,1,web,South,electronics,Amazon,2024-01-01 12:07:00,1
4070,T5070,C240,39.2,62.0,1,58.01,0,web,South,electronics,Unknown,2024-01-01 09:31:00,0
4094,T5094,C463,40.34,43.0,1,85.94,0,mobile,East,travel,Target,2024-01-01 23:50:00,0
4096,T5096,C315,1.38,50.0,1,159.87,0,mobile,East,electronics,BestBuy,2024-01-01 03:54:00,0
4100,T5100,C261,99.8,38.0,2,47.06,0,pos,North,travel,Starbucks,2024-01-01 05:01:00,0
4101,T5101,C123,55.58,62.0,1,-9.06,0,pos,East,shopping,Starbucks,2024-01-01 18:34:38,0
4103,T5103,C327,19.19,40.0,1,139.73,0,pos,North,food,Walmart,2024-01-01 10:28:00,0
4111,T5111,C418,69.37,26.0,1,137.89,1,web,North,grocery,BestBuy,2024-01-01 06:51:00,0
4113,T5113,C304,9.42,68.0,1,133.15,1,web,North,electronics,Amazon,2024-01-01 07:03:00,0
4121,T5121,C127,74.54,31.0,1,76.45,0,web,North,grocery,BestBuy,2024-01-01 18:59:00,0
4122,T5122,C136,119.68,43.0,2,139.53,0,mobile,South,grocery,BestBuy,2024-01-01 13:19:00,0
4125,T5125,C184,112.81,67.0,1,183.46,1,web,East,food,Amazon,2024-01-01 19:07:00,1
4129,T5129,C305,0.11,19.0,1,144.04,0,web,South,electronics,Target,2024-01-01 02:29:00,0
4130,T5130,C129,31.74,43.0,1,108.97,0,web,West,grocery,Target,2024-01-01 11:20:00,0
4132,T5132,C259,108.42,38.0,1,66.92,0,web,North,travel,Starbucks,2024-01-01 02:55:00,0
4133,T5133,C357,100.43,36.0,1,42.97,0,web,East,Unknown,Amazon,2024-01-01 12:16:57,0
4136,T5136,C375,130.48,39.0,2,127.14,0,web,West,Unknown,Walmart,2024-01-01 20:38:00,0
4142,T5142,C339,9.92,37.0,1,89.84,1,web,North,food,Unknown,2024-01-01 23:41:11,0
4143,T5143,C287,178.09,25.0,1,79.82,0,pos,South,Unknown,Amazon,2024-01-01 00:38:00,0
4145,T5145,C201,104.92,54.0,1,109.7,0,pos,North,grocery,Starbucks,2024-01-01 10:10:00,0
4146,T5146,C435,10.92,26.0,2,212.84,0,mobile,North,food,Walmart,2024-01-01 14:00:00,0
4162,T5162,C238,79.6,21.0,1,124.06,1,mobile,North,food,Starbucks,2024-01-01 07:18:00,0
4164,T5164,C409,93.43,37.0,1,69.66,0,pos,South,grocery,Target,2024-01-01 04:07:00,0
4169,T5169,C130,10.16,43.0,1,23.45,1,web,North,travel,Amazon,2024-01-01 23:41:51,0
4170,T5170,C369,19.47,53.0,1,63.66,0,pos,North,shopping,Amazon,2024-01-01 13:51:00,0
4171,T5171,C349,70.865,25.0,1,152.26,0,web,North,travel,BestBuy,2024-02-01 02:52:00,0
4176,T5176,C353,87.4,50.0,1,120.77,0,web,West,electronics,BestBuy,2024-01-02 00:03:00,0
4180,T5180,C410,51.53,39.0,1,90.5,0,mobile,East,electronics,BestBuy,2024-01-01 11:22:00,0
4184,T5184,C337,14.3,63.0,1,120.43,0,pos,South,grocery,Walmart,2024-02-01 02:51:00,0
4186,T5186,C161,13.73,43.0,1,34.36,1,pos,North,travel,Walmart,2024-01-01 18:06:00,1
4188,T5188,C206,118.23,24.0,1,108.77,0,pos,West,electronics,Target,2024-02-01 01:00:51,0
4191,T5191,C454,206.25,29.0,1,52.05,0,pos,South,travel,Unknown,2024-01-01 17:33:00,0
4199,T5199,C155,96.0,36.0,1,128.17,0,web,South,Unknown,BestBuy,2024-01-01 08:48:00,0
4205,T5205,C451,65.1,33.0,2,105.12,0,web,South,grocery,Target,2024-01-01 03:30:00,0
4216,T5216,C270,4.25,39.0,2,103.62,0,web,West,Unknown,BestBuy,2024-01-01 12:49:00,0
4225,T5225,C425,131.02,33.0,1,4.21,1,web,East,travel,Starbucks,2024-01-01 22:11:00,0
4241,T5241,C264,50.41,42.0,2,59.63,0,pos,East,electronics,Amazon,2024-01-01 17:21:00,0
4242,T5242,C328,141.16,22.0,1,175.8,0,pos,North,shopping,Walmart,2024-01-01 04:42:00,0
